sentence1	sentence2	label
A young lady walking down the street wearing a black jacket , sunglasses , sneakers , jeans , & gloves .	A lady dressed in black is heading to the office .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young lady walking down the street wearing a black jacket , sunglasses , sneakers , jeans , & gloves .	A woman is having her wisdom teeth pulled .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young lady walking down the street wearing a black jacket , sunglasses , sneakers , jeans , & gloves .	A young lady is walking down the street .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Boy reading book with company of a rolled over dog .	The boy is reading a book about trains .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Boy reading book with company of a rolled over dog .	The child is attending the circus .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Boy reading book with company of a rolled over dog .	The kid is with his dog .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young girl with a white vest , pink sleeves and pink knit hat with flower is looking at the flower blossoms on a tree .	The girl is dressed up for a party .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young girl with a white vest , pink sleeves and pink knit hat with flower is looking at the flower blossoms on a tree .	A small person dressed up is standing next to a tree .	[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]
A young girl with a white vest , pink sleeves and pink knit hat with flower is looking at the flower blossoms on a tree .	The girl is wearing a blue baseball cap .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This wildly dressed couple are walking past a poster .	The couple are normally dressed .	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
This wildly dressed couple are walking past a poster .	The couple are walking .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This wildly dressed couple are walking past a poster .	The couple are at a music festival .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other .	A guy is standing in a bathroom .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other .	A man is attempting to brew coffee .	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other .	A man may have created a monster too unwilling to be flushed .	[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]
A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit .	The girl is standing on a bench .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit .	The girl in the colorful outfit is the other girl 's sister .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit .	The girl sitting on the bench is next to another girl .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Five people are playing in a gymnasium .	five people playing	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Five people are playing in a gymnasium .	the people are girls	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Five people are playing in a gymnasium .	the people are at home	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city .	The man is tired from riding his bike .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city .	The man is riding his bike in the country .	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city .	The man is sitting on a bench .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
These three men dressed in blue , yellow and white , are playing a sport .	The men are playing football .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
These three men dressed in blue , yellow and white , are playing a sport .	There are three men playing a sport .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
These three men dressed in blue , yellow and white , are playing a sport .	The men are dressed in all black .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A doctor is performing surgery .	A doctor is cooking dinner .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A doctor is performing surgery .	A doctor is performing surgery .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A doctor is performing surgery .	A doctor is doing a good job .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women eating lunch in a cafe smile at the photographer .	Two models are photographed by a paparazzi .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women eating lunch in a cafe smile at the photographer .	Two men are shopping at home depot .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women eating lunch in a cafe smile at the photographer .	Two women are enjoying a meal at a cafe .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Children participating at a party while looking at the one kid in exuberance over the new toy .	Children are at a party	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Children participating at a party while looking at the one kid in exuberance over the new toy .	A child just opened his smallest gift at his party	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Children participating at a party while looking at the one kid in exuberance over the new toy .	A child is in the gym playing basketball	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A chef is giving a sample of food to a customer .	A chef gives a sample of his specialty .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A chef is giving a sample of food to a customer .	A man rides a bike .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A chef is giving a sample of food to a customer .	A chef gives a sample .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The crew shells are passing under marker 7 , with the nearest shell in front by a good margin .	a race of some sort is underway	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The crew shells are passing under marker 7 , with the nearest shell in front by a good margin .	two men walk on a beach	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The crew shells are passing under marker 7 , with the nearest shell in front by a good margin .	some shells pass under a marker marked 7	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Elderly man painting a picture with a small paintbrush .	An elderly artist is painting his latest masterpiece .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Elderly man painting a picture with a small paintbrush .	A baby is smearing food all over his high chair tray .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Elderly man painting a picture with a small paintbrush .	An old man is creating art .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This football team wears red shirts and red helmets .	They are outdoors on the field .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
This football team wears red shirts and red helmets .	They are throwing ice cream at homeless people .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This football team wears red shirts and red helmets .	They are playing football .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl and two boys are playing in water .	The children are at the beach .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl and two boys are playing in water .	The children are eating dinner at a restaurant .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl and two boys are playing in water .	The children are wet .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two girls are walking in car wash parking lot .	Two girls walk in a parking lot .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two girls are walking in car wash parking lot .	A girl drives a jet ski .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two girls are walking in car wash parking lot .	Two girls drop of their car to be washed .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage .	One person sits at a restaurant table while another pulls luggage across the street while holding a gift bag .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage .	Two men pull luggage across the street , while wearing aprons .	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage .	The waiter takes a break after cleaning up the cafe , and the last customer leaves .	[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]
A girl in a purple sweatshirt bends over backwards .	A boy bends over backwards and breaks his back .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a purple sweatshirt bends over backwards .	A girl bends over backwards .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a purple sweatshirt bends over backwards .	A girl bends over backwards to do her gymnastics routine .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him .	There are many children around .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him .	The kid is competing in a game .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him .	The girls are putting on makeup in the room .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Several dancers are doing leg lifts on stage .	The dancers are swimming in a lake .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Several dancers are doing leg lifts on stage .	Performers are doing a show at an event .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]
Several dancers are doing leg lifts on stage .	Many dancers are lifting their legs up on a stage .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen .	The women are wearing pink hats .	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen .	The woman is alone in her bathroom .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen .	The women are near the cellphone .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women and a younger girl laugh and converse in front of a green tent and blue microphone .	Two women and a younger girl do n't laugh	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women and a younger girl laugh and converse in front of a green tent and blue microphone .	Two women and a younger girl laugh	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two women and a younger girl laugh and converse in front of a green tent and blue microphone .	Two women and a younger girl joyously laugh	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two entertainers on a stage performing acrobatic moves .	Two entertainers are performing acrobatics .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two entertainers on a stage performing acrobatic moves .	Two entertainers are performing acrobatics in a car .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two entertainers on a stage performing acrobatic moves .	Two entertainers are performing acrobatics for an unusually large crowd .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Four men are standing outside near a white truck bed .	men standing outside	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Four men are standing outside near a white truck bed .	four men chatting	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
Four men are standing outside near a white truck bed .	three men near a truck	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A large man in white dances in the middle of a crowd holding a beverage in his hand .	Two girls crowd surf at a rave .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A large man in white dances in the middle of a crowd holding a beverage in his hand .	A man dances at a wedding .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A large man in white dances in the middle of a crowd holding a beverage in his hand .	A man is enjoying himself dancing .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A worried blond-haired baby is sitting inside a large , shiny metal cooking pot that is on top of an electric stove .	A baby in a pot on the stove .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A worried blond-haired baby is sitting inside a large , shiny metal cooking pot that is on top of an electric stove .	A baby being cooked on the stove .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A worried blond-haired baby is sitting inside a large , shiny metal cooking pot that is on top of an electric stove .	A baby in his stroller outside .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A band performing with a girl singing and a guy next to her singing as well while playing the guitar	They are an all-guy band .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A band performing with a girl singing and a guy next to her singing as well while playing the guitar	They like rock music the best .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A band performing with a girl singing and a guy next to her singing as well while playing the guitar	A band is performing .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A female sings and plays into a microphone and a male in green striped shorts plays a hand drum	a woman plays the piano	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A female sings and plays into a microphone and a male in green striped shorts plays a hand drum	a woman sings into a microphone	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A female sings and plays into a microphone and a male in green striped shorts plays a hand drum	a woman sings her favorite song into a microphone	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Six men , all wearing identifying number plaques , are participating in an outdoor race .	a group of marathoners run	[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]
Six men , all wearing identifying number plaques , are participating in an outdoor race .	a number of guys wearing numbers race outside	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Six men , all wearing identifying number plaques , are participating in an outdoor race .	a man sits in a chair printing running bib numbers	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Little girl and older male , holding hands and walking on train tracks .	A man and his wife eating raw oysters .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Little girl and older male , holding hands and walking on train tracks .	People outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Little girl and older male , holding hands and walking on train tracks .	A father and daughter taking a walk .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The pets play in the apartment .	The animals are playing .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The pets play in the apartment .	The animals are playing outside .	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
The pets play in the apartment .	The dogs are playing with cats .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Young African children are playing in a dirt and gravel street dressed in shorts and t-shirts .	The children are playing soccer .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
Young African children are playing in a dirt and gravel street dressed in shorts and t-shirts .	Children are playing in a dirt street .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Young African children are playing in a dirt and gravel street dressed in shorts and t-shirts .	The children are in their house washing dishes .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The tops of a large number of balloons are visible behind a wall , with a large high rise building in the background .	A man and woman watch the sun set over the ocean .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The tops of a large number of balloons are visible behind a wall , with a large high rise building in the background .	A bunch of balloons can be seen as people wait for a surprise party to start .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The tops of a large number of balloons are visible behind a wall , with a large high rise building in the background .	The balloons are outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two blond girls in white dresses , one much smaller than the other , stand on the bank of a large body of water .	The girls are wearing white dresses	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two blond girls in white dresses , one much smaller than the other , stand on the bank of a large body of water .	The girls are sleeping .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air .	A group of bike stunt riders are at an event .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air .	They are hoping that they get a chance to perform , because it looks like it might rain .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air .	There are a group of people standing by ATV 's , waiting for a race to start .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper .	He is reading a flyer about a new job he is interested in .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper .	A man is sitting on his bed reading .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper .	A man is sleeping on his bed .	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
Young man with a beard is sitting on the edge of the bed reading a manual .	He is standing on his head .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Young man with a beard is sitting on the edge of the bed reading a manual .	He is learning something .	[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
Young man with a beard is sitting on the edge of the bed reading a manual .	He has the light on .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
Ski equipment sits alone on a snowy mountain	Water skis are sitting on a pier .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Ski equipment sits alone on a snowy mountain	Skis and boots are outside a ski lodge while the skiers enjoy a hot drink indoors .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Ski equipment sits alone on a snowy mountain	Some skis are sitting in the snow .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man tries to get himself into shape on a treadmill .	A man exercising .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man tries to get himself into shape on a treadmill .	A woman outside	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man tries to get himself into shape on a treadmill .	A man running on a treadmill to run a marathon	[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
There are a lot of people in front of a tan building with colorful squares hanging from the top .	Men and women stand in front of a building	[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
There are a lot of people in front of a tan building with colorful squares hanging from the top .	People stand in front of a building	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There are a lot of people in front of a tan building with colorful squares hanging from the top .	People burn the red building on fire	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are standing in front of musical mixing equipment .	Two men are sitting down on the couch .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are standing in front of musical mixing equipment .	There are people indoors .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two men are standing in front of musical mixing equipment .	Two men are making sure the musical mixing equipment is good to go for Skrillex .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There is a teen boy and a younger boy with the same shirts on in a room full of people .	People are in a room .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There is a teen boy and a younger boy with the same shirts on in a room full of people .	People are walking along the beach .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There is a teen boy and a younger boy with the same shirts on in a room full of people .	People are on a class trip .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Skiiers are walking through the snow near the mountains .	There are people in the snow .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Skiiers are walking through the snow near the mountains .	There are people and animals in the snow .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Skiiers are walking through the snow near the mountains .	People are at the beach .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A baby with star shades on .	A baby getting its picture taken .	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A baby with star shades on .	A baby wearing glasses .	[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
A baby with star shades on .	A baby without glasses .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A boy wearing orange star glasses is sitting down holding a toy hammer .	A boy wearing glasses is sitting while holding a toy hammer .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A boy wearing orange star glasses is sitting down holding a toy hammer .	A boy is showing off the prizes he won at the fair .	[0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A boy wearing orange star glasses is sitting down holding a toy hammer .	A dog and a pig play in some mud .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A little boy is sitting next to a bed while wearing orange sunglasses and playing with a toy hammer	A little boy is playing inside his bedroom	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A little boy is sitting next to a bed while wearing orange sunglasses and playing with a toy hammer	A boy is playing with a toy	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A little boy is sitting next to a bed while wearing orange sunglasses and playing with a toy hammer	A little boy is jumping on his bed while playing with a toy hammer	[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A girl leaps through the air while running on the riverbank .	The girl is asleep on the riverbank .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl leaps through the air while running on the riverbank .	The girl is wearing pants .	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
A girl leaps through the air while running on the riverbank .	The girl is in the air .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman is walking down the street with a brown bookbag on her back .	she has black book bag	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A woman is walking down the street with a brown bookbag on her back .	she is walking with a bag	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman is walking down the street with a brown bookbag on her back .	a woman is walking down the street	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman is sitting in a street market stand where there are various items for sale , such as fish .	She has no fish for sale .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman is sitting in a street market stand where there are various items for sale , such as fish .	The woman is in a street market .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window .	A man adjusts his hat before a meeting .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window .	A man peering into a window to see if others would like to buy some food .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window .	A man with his food cart .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older and younger man smiling .	Two men are smiling and laughing at the cats playing on the floor .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
An older and younger man smiling .	Two young girls are smiling at themselves in the mirror .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older and younger man smiling .	Two men are smiling .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys standing on top of a diving platform and one captured midair .	Two boys standing bravely on top of a diving platform	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two boys standing on top of a diving platform and one captured midair .	Two boys standing on top of a diving platform	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two boys standing on top of a diving platform and one captured midair .	Two boys standing on top of a spaceship	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a pink shirt is teaching a young man in a striped sweater how to knit .	The girl is teaching someone to knit .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a pink shirt is teaching a young man in a striped sweater how to knit .	The girl is wearing a yellow shirt .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a pink shirt is teaching a young man in a striped sweater how to knit .	The girl is teaching her boyfriend how to knit .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A race car speeds away while a man covers his ears .	There are no cars	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A race car speeds away while a man covers his ears .	The race car is on a track	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lady with red-hair peeking into the back of a car .	A lady is looking at a fire truck .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lady with red-hair peeking into the back of a car .	A lady is looking in a car .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lady with red-hair peeking into the back of a car .	A lady is looking in a car at a dog .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man playing a banjo near a tree at an outdoor event .	The man is playing a musical instrument at an event .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man playing a banjo near a tree at an outdoor event .	The man is playing a cello inside .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man playing a banjo near a tree at an outdoor event .	The man playing a banjo is trying to earn money .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The band prepares for the next song .	The band has been together for years .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
The band prepares for the next song .	There are multiple people present .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
The band prepares for the next song .	There is only one person present .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of men work on some streetcar rails .	The group of men are asleep at the parade .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of men work on some streetcar rails .	The group of men are fixing the rails .	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A group of men work on some streetcar rails .	The group of men are workers .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young boy and girl playing baseball in a grassy field .	dog running up hill	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young boy and girl playing baseball in a grassy field .	kids play t-ball	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]
A young boy and girl playing baseball in a grassy field .	kids play baseball	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older man indulging in a bottle of amber liquid .	An old man is drinking a milk shake in a cup .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older man indulging in a bottle of amber liquid .	An older man is drinking beer from a bottle .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older man indulging in a bottle of amber liquid .	An old man is drinking some amber liquid from a bottle .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of Chinese people are relaxing in the water .	A group of Chinese people at standing in water .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A group of Chinese people are relaxing in the water .	A group of Americans are in water .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
