sentence1	sentence2	label
A young blond girl wearing a blue denim dress and pink jacket, facing across the green lawn to the house where four adults are standing on the deck, holds a large red purse up in the air.	A girl shows off her purse while adults stand on a deck.	1
Three men standing near a city bus.	Three monks wait for a bus.	0
Two children walking on a platform.	Two children walking on stage.	1
A man in apron and latex glove cleaning the desk tables in a theater type auditorium.	The man works hard cleaning the auditorium.	1
Several people are in a building with air mattresses and other belongings.	People inside with some junk.	1
A man in a red, black and white uniform is pursuing a soccer ball on a grassy field.	A man is playing in a soccer game.	1
Three women, smoking cigarettes and playing cards, drinking at a bar.	Three women are inside a bar.	1
A young child on a three-wheeled scooter.	A child is inside watching TV.	0
A older lady is working with a mix master while two young boys stand next to her with aprons on helping her.	The lady is making something.	1
A girl smiles while a boy makes a V sign behind her head.	The boy is cheating in a game with a partner.	1
A man in interesting clothes, consisting of a feathered hat, cape, and an embellished cane, sits on a bench outside a building.	A man is wearing jeans and no shirt.	1
Two women in green shirts are exiting a vehicle.	A group of schoolchildren is touring an art museum.	0
A boy wearing a red jersey is running in the street.	The boy is running.	0
Two women are sitting at a table with three laptops.	Two women have three computers.	0
A man in a green shirt is sitting at a table eating rice and meat.	A shopper at the mall enjoys a plate of chicken fried rice	1
Three construction workers smoothing new sidewalk cement in a city.	constructions working put down new cement	0
A boy is wearing a red towel standing on the beach.	A person is at the beach.	0
A person is holding a shovel between a truck and a cloud of dust.	The person is behind the truck.	1
A man and a woman are walking down a street next to some stone buildings.	Along some stone buildings, a man and woman walk down the street.	0
A woman is sanding a porch with an electric sander.	A woman uses a sander for remodeling.	1
Two men are lying on a bed with pillows.	Two men lie on a bed with their shoes off.	0
A person in skis is jumping off the side of a tree while someone records it.	A young male performs stuns with his skis.	1
A dog runs along the ocean surf.	A stray dog is running on the seaside.	1
A woman rides her bike down the street in the fall.	A woman is outside.	0
A lady and two elderly people are slicing cheese.	cheese is being cut	0
People mill around a square dominated by an over-sized display of a girl on a ladder.	People gathered around a woman	1
Two dogs are both curious about the object on the sidewalk.	Two dogs are looking at something that just fell out of a tree onto the sidewalk.	0
A crowded classroom in a third world country.	A room is full of people.	1
A girl is blowing at a dandelion.	A girl is holding a flower.	1
A homeless-looking man is lying down and resting on a concrete floor between two red and blue pillars.	A derelict is sleeping.	1
Old man in jeans and checkered shirt is helping a model airplane fly.	A man is riding a hovercraft.	0
A father and son at the checkout in a supermarket.	A father and a son are standing behind a shopping cart at the checkout in a supermarket.	1
Two men in orange vests are working and looking at a clipboard.	Men are working	0
A man in a blue shirt is cutting up his food.	blue shirt man making foo	1
A lady working on a machine.	a lady is watching someone else work on a machine	0
People wait for their order at a street vendor cart.	People wait for their order.	0
Several people are playing in the fountains.	A group of people is sitting quietly in the library, bone dry.	0
Two men, one in a blue shirt, the other in a green shirt, are helping a woman load sacks onto what appears to be a pulley system.	People in shirts	1
Young woman in blue shirt checking out merchandise.	The woman is shopping.	0
A group of people gathered in front of a doorway.	They are outside.	1
Two men shave their faces while a woman watches.	Men are grooming themselves.	0
A woman plays guitar for two small children.	The woman is practicing alone.	0
There are two guys in blue uniforms standing outside at a soccer goal.	The players are waiting for the game to start.	0
An action shot is taken of a man jumping onto mattresses out on the middle of a bridge.	the photographer took an action shot of a man jumping on a mattress over the river	0
A photographer carefully sets up his camera on a tripod and prepares to take the shot amidst the scenic background.	A man gets his portrait taken.	1
A person soars in a parachute close to a beach.	The person is skydiving.	1
A man is leaning over and pulling something out of a bag.	The man was getting lunch from the bag.	0
An older african man enjoying the music.	A def man is sleeping.	0
One man is guiding the concrete into the hole while another man is watching from the side.	A couple people are at a construction site.	1
A man in a black and white plaid shirt is sitting at a table in the restaurant ordering food.	a man is eating dinner	1
A crowd on a city street watches a man flipping in the air.	Everyone is watching the man.	1
Three casually dressed Caucasians are sitting on a couch.	There is some furniture.	0
Children holding a rainbow flag and colorful balloons are walking together with an adult leading them.	The children are at the beach swimming	0
A girl in a dress is walking down the street and the street is full of trees.	The girls is driving a car down the street.	0
A child walking towards a bridge waving a flag.	a kid walks to school	1
A young gymnast performs for an audience.	A gymnast performs	0
A homeless man carries a sign that says "hungry".	The man is begging for money.	1
Hikers traverse a snowy field in front of a mountain.	It is cold outside	1
A blue truck is driving on a desert road carrying several people and lots of assorted cargo.	A huge truck driving	1
A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player.	A referee blows a whistle	1
A gathering of young African males under a thatched roof.	A group of african males are outdoors taking shade.	1
Getting ready for the big dive.	Getting ready to jump	0
a man with a bunch of metal objects stuck to him.	Stuff is stuck on a guy.	0
This dish is very tasty and I enjoy this dish	The food is spoiled rotten.	0
People are in a laundry mat washing clothes.	Machines are cleaning clothes at the laundromat.	1
A man is using a telescope with mountains in the background.	A man looks at the scenery.	0
A man in a sweatshirt walks in front of a produce store.	a man walking home	0
People sitting next to trees on a bench.	People are sitting on a bench.	0
Young girl plays checkers.	The girl is winning the game.	0
An older man watching as a younger man fiddles with something on his horse.	There are two men near a horse.	0
A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.	The boys stretch the floor of the gym wearing circles on their jackets.	1
An Asian technology demonstration of computers and other gadgets.	The person is very smart with electronics.	1
A grim looking man with sunglasses pilots a boat.	The happy pilot flies his plane.	0
Person in a long red coat walking in front of a building.	A man in a coat gets paints a building red,	1
Four girls are posing for a picture in an elderly home.	Four girls pose for a picture at a senior living home during their community service project.	1
A woman is juggling three oranges outside.	A clown is juggling oranges in the park.	0
A street scene in Europe at night with security talking with a group of three men.	A scene at noon in Europe with gypsies talking to a group of men.	0
A girl with a pink shirt is running through flowery grass.	A girl is playing tag with her friends	0
Two men are crouched to the floor and look at 4 dogs play inside a cage.	Two men are on the floor, as they watch a few dogs playing with each other.	1
A man with shopping bags is standing on the sidewalk looking at a subway sign, while a taxi drives past him.	A man is waiting for his wife to pull up with the car to unload his shopping bags.	1
A woman holds a poker chip in her hand hovering over the casino table wondering what number to place her bet on while her friends watch.	A woman is on her last poker chip and is making a decision on where to spend the last one.	0
Two teammates from the USA team are jumping in the air to give high-fives while two teammates watch.	Two luge racers are congratulating each other at the Olympics.	0
A child looks wonderingly at a fireworks display.	The child is amazed at the pretty colors in the sky.	1
Several workers brace a large yellow object aboard a boat with the Golden Gate bridge in the background.	The workers are in Northern California.	1
Two boys jumping on a trampoline.	The boys is sleeping  in a bed.	0
a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.	All three boys are on the same team.	1
Two men walk together outdoors carrying red bags from a store.	Two men are carrying bags outside.	0
A man in a complicated costume with a red mask is holding a torch in front of a crowd of people, many of whom have cameras.	A man dressed as the devil is having his picture taken.	1
A man in a black shirt is looking at a woman in a white shirt with a silly face.	A man has a silly look on his face.	0
These people are in uniform at a lacrosse type game.	Lacrosse players are waiting for the game to start.	1
A man sitting on a bench under a large tree.	a person sitting on a bench under a fig tree	0
A middle-aged woman ironing in a messy room.	 A woman ironing in a messy room.	0
Man wearing a light blue jean jacket looking at a painting next to a river and bridge.	the man is painting by the river	1
A man and woman are sitting at a table with a Jenga game in front of them and a few beer bottles.	A couple people don't drink.	0
Woman stands at table under a yellow, green and blue umbrella, while child sits at table under umbrella	A woman stands, while a child sits under an umbrella.	0
Man dressed in drag pointing at his open mouth.	The man is pointing at the floor.	0
A woman in a blue shirt is carrying a little girl in a red an white dress outside a tent.	A woman is sitting on the stairs.	0
A young woman in a dark hat is sitting on something in the large body of water with green mountains in the background and her legs are in the water.	The young woman wanted to get her feet wet in the water	1
A small dog with a ball in its mouth running through a course.	The ball is small enough for the dog to grip it with it's mouth.	0
A woman leaning on a doorway to a store.	The shop owner leans on the doorway at the end of a long day.	0
A man is holding a sign directing people to a restaurant	The mans job is holding a sign.	0
many motorcyclists ride along the street.	There are multiple motorcycles.	0
a boy in blue shirt splashing in water under a dock	Boy playing with ducks	1
A woman getting her hands dirty while working with homemade pottery.	The woman is watching someone else throw a pot.	0
Several men in gray collared shirts walking down the street, three of which are playing bagpipes and one a drum.	The men are dressed nicely.	1
A view of a hockey rink with the goaltender and goal in the foreground.	A goaltender plays with his team.	1
A dog playing with its toy.	The dog is fast asleep dreaming about taking a nap.	0
A girl on monkey bars.	She has climbed up.	1
A model of Sylvester Stallone stands in front of a ticket counter and an attendant in the Hollywood Wax Museum.	There is a model of Sylvester Stallone in the museum.	0
One man in a leather jacket, holding his head in his hands, wearing blue jeans, with a giant yellow bag, sitting on a white bench, next to an older male wearing reading glasses and reading a book.	A stranger tries to ignore a crying  biker who's wife just left him	1
A girl carries large sacks across a backdrop of foliage.	a girl carrying sacks of body parts	1
A girl in a pink flower dress.	A girl in jeans and a shirt.	0
A ceremony with one man speaking and another man adjusting the robes on other person whose faces is partially covered being held in a mosque with many observers.	The people are Muslims.	1
A dark-haired woman with glasses, wearing a white dress, black leggings, ballet flats, and a brown cardigan, holding a tote bag and looking at her phone while walking up a staircase.	She is dressed in a suit for work.	1
This car is leaving a dust trail as it travels along a dirt road in a wooded area.	A car is leaving a dust trail on a derby car race.	1
A man in a tuxedo shirt and black sport coat tries on a rubber monster mask.	The man bought the rubber monster mask that he tried on earlier.	0
The middle eastern woman wearing the pink headscarf is walking beside a woman in a purple headscarf.	Two women are walking together.	1
A child naps on a rock in the middle of a steam.	The child is tired	0
Girl posing for a picture in a wheat field.	The girl is outdoors.	0
A baby boy in a blue and white striped shirt is sitting on his mother's shoulders.	A baby is being held in the nanny's arms.	0
There is a man in a kilt with tattoos and no shirt walking down the street carrying his skateboard.	The man is playing bagpipes.	0
Blond-haired man wearing a black fleece jacket sculpting.	A man is touching a sculpture.	1
A man and woman are riding bikes on a street with a gray van visible in the background next to other cars.	There are pedestrians walking on a sidewalk.	1
Woman and man walking across wooden rope bridge with a caution sign beside it.	Theses people are trying to get across.	0
A long-haired woman dressed in a cap, jeans, and yellow shirt appears to be leading an unseen dog with a extendable leash.	A woman search a dog	1
A little boy jumped into the water and made a big splash.	The boy is standing on the beach.	1
Five men in tuxedos walk down a set of steps	Men in snowsuits are climbing a mountain.	0
Two people on the bus stand with luggage.	two people are standing	0
A guy with no shoes trying to get on his bike.	A man is working in a hospital.	0
Two white guys with game guitars playing a video game.	The men are indoors.	1
the black dog jumps on a cinderblock.	A dog jumping on a cinderblock has its ears standing up.	0
A young woman is painting a guard rail.	An woman is repainting the guard rail with red paint.	0
A woman sits down and puts on a pair of red tights.	The woman is preparing for work	0
A man stands at a barbecues.	The man sits next to a sandwich.	0
a man performs a large jump.	a woman performs a large jump.	0
A biker is racing downhill.	there is a person driving madly	1
Three men with reflective safety jackets are watching two men in reflective jackets put rocks into a hole in the road.	Some men are working on a road.	0
a man in a hawaiian shirt is playing with a boy wearing blue.	A man plays with a boy.	0
A group of men sit around a table playing cards and drinking.	They are drinking scotch	0
Four people are selecting foods from the buffet.	The people are looking at the things being served by the restaurant.	1
Man wearing teal jersey defending the soccer ball in the midst of soccer game on a rainy day.	Man wearing teal jersey plays goalie in the midst of soccer game on a rainy day.	1
Several children are standing with plates full of food under a shelter, watching a man in a purple shirt serving good.	The children are about to get food.	1
A redhead woman wearing a black shirt bites into her food.	A woman is eating.	0
A worker in a hard hat is being interviewed.	A reporter is asking a city worker questions.	1
Two women in black dance in club.	People are dancing at the club.	0
A man walks on the sidewalk between two buildings.	A man is fully naked on the sidewalk.	0
A man does a skating trick off of graffiti-filled stairs.	A man imitates a skating trick off of stairs.	1
A man rides a bicycle while a young girl holds onto the back of him.	The man is learning to ride the bike.	1
Camera looks down inside green tube as child slides away.	A child sliding a green tube.	0
Two people stand next to a wood cross on a grassy hill.	The girls are outside in a field.	1
The guard is wearing a helmet with a red tassel.	The guard wears hat.	1
Two people embrace on the end of a dock.	Two people are facing opposite directions.	1
A man walking through a busy city where another man on a bicycle is transporting goods.	Two men are a part of an everyday situation in a busy city scene.	1
A sunburned girl in a pink tank top talks on her cellphone.	A girl is sitting outside in the sun to get a tan.	1
Man cutting wood with a cutting machine.	The man is breaking chunks of wood into smaller pieces.	1
three dogs play together.	Three black dogs play together.	0
Two men and one woman sit on a public bench.	Three people sit on a nude public beach.	1
Three young woman adults in a group	The women are glad no one is around.	1
Two people are walking towards a wooded building.	The building is made from tree logs.	1
The young girl is airborne as she falls into the lake.	A girl is near a lake.	1
A young child is carrying a toy in the store.	A child carries a live puppy around.	0
Several dogs are walking around on a brick street.	A group of dogs are running on a brick street	1
A woman wearing orange holds a green and pink hula hoop behind her head.	A woman asleep in the rain.	0
Two men in black pants and black shirts practice martial arts on a green gym floor.	Two persons doing some exercise in a gym.	1
Two blond females in public, one handing out fliers and the other holding a bunch of multicolored balloons.	The two female blondes are not indoors.	1
A boy, wearing black and blue snowsuit and snowshoes, laying down in the snow.	A boy is laying in the snow.	0
A shirtless boy walks with a stick across his left shoulder.	He strolls off towards his destination	1
Lots of shoppers in the rain, holding umbrellas, to the left of the picture is a market stall.	Shoppers at an outdoors farmer's market holding umbrellas to shield themselves from the sun.	1
A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.	The teams are preparing for a game.	0
Two hockey players, one in red and black, the other in white and black, battle it out on the ice.	A couple of hockey players are fighting	0
Woman in a red headscarf covering her face.	a woman is sleeping	0
A female singer and male guitarist on stage.	Nobody is on stage	0
An old man is sitting on a stoop while people walk towards him with groceries.	A man sits enjoying the weather, as shoppers stroll by with groceries.	1
A woman laying in a field.	The person is prone.	1
A runner during a race.	Man tries to win foot race	0
A crowd stands, waiting for a subway.	The people are waiting on the train platform.	1
A motocross rider does a jump in the woods.	A motocross rider jumps his motorcycle.	0
Man holding broken glass toward camera.	A man takes a picture while holding broken glass.	0
Artist putting a tattoo on the stomach of a young woman.	Woman getting a tattoo on her stomach.	0
A antiquated soldier stands in salute holding a rifle.	A statue of a soldier with a rifle.	1
A child is diving into a pool.	A little boy is diving into a pool.	1
Three young boys play outside.	Three boys are inside watching TV.	0
Balding man with a beard who has fallen asleep leaning on another man next to him, against the rails of a set of stairs.	A woman grins at her daughter.	0
A white-haired older man in a green striped shirt is conducting in the social sciences building.	A white-haired older man in a green striped shirt and black pants is conducting in the social sciences building.	0
A woman wearing a yellow apron and a knit hat walks among other pedestrians.	The woman wears yeloow	0
A woman rides her bike in front of a body of water.	The bike belongs to the woman	0
The horses are in a straight line.	There is one horse standing alone.	0
Man with brown hair and a woman with blond-hair smile.	A couple is trying to win a contest.	1
A man with a brown shirt on is using a video camera.	A man taking a photo.	1
A squirrel stands on its hind legs in the grass at the edge of a road.	A squirrel is looking both ways before deciding whether to cross the street.	1
A man in a gray shirt, standing outdoors, holds something in his mouth and is passing it to the mouth of another man, who is dressed in a black shirt.	He is giving another man a puff of his cigar.	1
A man wearing a gray shirt is getting a haircut.	A person is at a barber shop.	0
Band pianist plays piano in white shirt and jeans	the man plays the piano	1
Two men, one pitcher and one umpire, are outside playing baseball.	two younger men play baseball	1
Older man with beard holds a stick with a bag on the end while walking.	The man is almost 100 years old.	0
Man with hat juggling in front of a captivated audience.	Man with hat is juggling.	0
A man wearing a pilot uniform is bending over towards a suitcase outside of a set of steps leading into a plane.	a person is picking up luggage outside a plane.	0
A windsurfer speeds towards the beach.	A windsurfer is riding the wind.	1
A small group of church-goers watch a choir practice.	A choir performs in front of packed crowd.	1
Construction workers doing work in the streets at night.	Workers are working at night.	0
A thrill seeker uses her arms for balance while crossing a beam suspended high above craggy rocks.	A woman crosses her arms as she walks along a beam.	1
A little boy climbs on a stack of tractor tires at a playground.	There are other children playing with a boy on a playground	0
A person is shoveling snow.	Snow removal starts at three.	1
A man wearing a black vest and a girl in an orange uniform are waiting at a bus stop.	A man is waiting inside the restaurant.	0
A man in an orange turban is standing in front of a basket containing a pack of marlboro reds and other small objects.	A man in a turban stands in front of a basket.	1
A older man inside a workshop wearing glasses.	The man is very young.	0
A woman sits in a chair on the beach, backdropped by the ocean.	A woman is sunbathing at the beach.	1
A woman in blue is looking down and holding paper.	A woman is looking up.	0
A photographer peeks out between rocky hills to take a picture.	A photographer holds his camera up to take a shot.	0
Young brunette figure skater photographed in mid twirl in her white skaters outfit	Figure skaters sometimes wear white	0
A man does mechanic work on a dune buggy.	A man does work on a dune buggy.	0
A man is playing a guitar.	a child was there	1
Three football players in navy blue and yellow uniforms are running down a football field; one is kicking a football as he runs.	The three football players were eating lunch together	0
People are holding a vigil.	A vigil was being  held by the people.	0
A thin man with messy, orange hair moves his hands over a flying saucer shaped metal object.	A thin man with black, slick hair observes a flying saucer.	1
A man with a lot of tattoo's is getting another one.	A man is getting a haircut.	0
The front of a very small eatery at night	The front of a neighborhood eatery.	0
A young boy in a dental examination.	A young boy getting his teeth cleaned at the dentist.	1
A boy wearing no shirt and some blue jeans is jumping in the air in the woods.	a boy is watching TV at a YMCA	0
A woman in a red vest working at a computer.	Red clothed woman is under computer work	1
A nicely dressed man is walking in front of a Heal's store.	There is a man indoor.	1
A girl in a pink shirt playing with a green ball.	The small girl is having old fashioned fun.	1
A man takes aim at a golf ball as his swing is fully extended behind his back.	A man is playing golf.	0
A man lies in a crowded street while people walk by oblivious to him.	A man lies in a busy street.	0
Four children are playing together on a sandy beach	The four children are taking a nap.	0
A man and a woman standing on a street corner.	A street corner is empty.	0
This is man standing by a fruit or vegetable cart peeling a piece of fruit.	The man is working in a market stall.	1
A man in a black shirt selling fruit at the market.	A man in a white shirt is selling cookies in his front yard.	0
at a theme park or basketball court.	People are at an entertaining venue.	1
A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.	A man is using window paint to draw a picture on the window.	1
Young people in summer clothing sit on graffited walls.	The people are sitting on the wall.	0
a groupe of three walk the street.	group riding bikes	0
A catcher in a black uniform on the ground with his glove upraised during a baseball game, while a man UN a white uniform keeps a foot on the base.	Two people are part of the largest baseball game in the world, dressed in the proper attire.	0
A man in a black jacket standing beside a green mailbox thoroughly soiled by a group of pigeons that are nearby.	A man got pooped on by birds	1
While people are organizing the space behind him, a man puts on a glove as he stands next to a puddle.	With people behind him, a man puts on his glove.	0
Two young kids on a break from swimming sitting on a log.	Two kids are swimming at the pond.	1
Man in drooping swim trunks pushing baby stroller along edge of beach.	the man is pushing his baby at the beach.	0
A man in a shirt and tie speaks to a group as an older woman holding a cup of coffee looks on.	There are at least 3 people.	1
A man standing in the road wearing a black jacket, red shirt and jeans on a cold, snowy day.	A man is standing in the road wearing a light black jacket.	1
A large crowd of people surround a colorfully dressed street entertainer.	the peoples dressed shop entertainer	1
A young lady equestrian riding a brown and white horse.	The lady is riding a brown and white mustang.	1
Two guys sitting in a room with green and white curtain.	Two men are sitting and smoking.	0
This is a heated hockey match at the goal line.	They are contesting the goal right near the post.	1
A man, wearing a blue shirt and gray pants, working on a florescent light fixture.	A woman at rest.	0
People looking at items at an outdoor sale.	There are a bunch a men looking at women at an outside sale.	1
Young black kids dancing with three doing a pyramid.	The kids are dancing while three kids are doing a pyramid in the grass.	1
Two children play on large barrel hoops on a playground.	Two boys are having fun at the playground.	1
A small child buried in fallen leaves up to his neck.	the child is playing outisde	0
Two men play guitar among a group of people on a boat.	The men are playing guitar on a boat.	0
A group of people in blue and black band uniforms with light green or red plumes on their hats are walking through a crowd.	A marching band performs outdoors.	1
Children chasing the ball in a soccer game.	children's playing foot ball	0
A little girl with bright pink pants playfully sticks her face in a contraption on a playground.	A young girl excitedly plays at the local park on her first day of summer vacation.	0
A group of men and women are standing next to a homemade pirate ship.	They were happy.	0
A Latino man leans on one of the coolers in his food stand.	A man leans against his stall.	1
A blond-haired guitar singer performing in a music store.	a bald man plays a drum solo	0
The large brown dog is jumping through the tall grass.	The dog is jumping through the grass to get to the pond.	0
A view of a series of balconies on a city street crowded with buildings, with one woman in a purple shirt standing on a balcony on the left.	A series of balconies on a country road.	1
A teacher is talking to a classroom full of children.	A teacher is trying to come across to a class of undergrad students.	1
A woman has just completed her release in a game of bowling.	A woman is bowling at a bowling alley indoors.	1
A black and white dog runs towards the camera.	A photographer runs froma dog.	0
A distant person is climbing up a very sheer mountain.	There are many people climbing.	1
A man is looking at what seems to be a cardboard cutout of a woman in a kitchen.	A man inside.	0
Spectators look on as a baseball player runs onto a base while the baseman waits to make the catch.	the player may get thrown out	1
A person with braided hair is sitting in a purple chair.	A bald person is sitting in a green chair.	0
A black car on the street behind wire mesh.	There is a vehicle outside	1
People in red shirts are juggling multicolored balls.	The man in red threw a ball.	0
A man selling food on the streets during late night with three lamps.	A man selling food on the streets at night with three lamps to light up his stand.	1
A college group of students playing a game of Jenga.	A group of kids is playing games.	1
One man is eating while laying down.	A man eating quickly.	0
A woman is laying a blanket over fresh produce outside.	A woman is laying a blanked over a table	1
Two people at the top of a ski lift.	A pair of people are outside sitting down.	1
Two women wearing hats covered in flowers are posing.	The two women are wearing bandanas.	0
A couple is hugging and one of them is holding a sign that says free hugs.	There is a couple.	0
Man in black on microphone, in band.	A man sings in a band.	0
People that are in a wooded area where a man with cooler and women with a blanket appear to be going on a picnic.	people that are in a snowy area where a man with a cooler and a woman with a basket appear to be going on a picnic	1
The two old man is talking to each other.	Two men talk to each other.	0
A man in an alley photographed from above appears to be in the act of throwing a small object towards the photographer.	a man is indoors	0
man in red canada shirt standing with three men in army uniform	Man standing with three men in army uniform near School	1
Man and a woman in a red dress dancing on stage in front of other dancers and a metro PCS sign.	A woman wearing a red dress is on a date at the dance theather.	1
Someone on a Nitro snowboard in midair and another person on the ground behind them.	Someone is another person on the ground behind them.	1
Workers are preparing for what they plan to be a tasty barbecue treat.	Workers are preparing for the birthday batch and to get the barbecue going.	0
The trailer is white	The trailer is a meth lab	0
a kid with a red shirt playing basketball	a child wearing a red shirt plays basketball	0
A balding man is playing guitar and singing.	the woman with long hair sang	0
A young girls with red-hair who is wearing jeans and a black vest jumps up in the air over a sandy hill.	A young Asian girl jumping over a sand hill on the beach.	1
People are walking down the stairs through the fog.	Men are fixing a car.	0
An african american runs with a basketball as a caucasion tries to take the ball from him.	I guess white men really can jump, as the caucasian player gets the ball away from the afro american player with ease.	1
a small boy in blue shorts running down a sidewalk with flowers in the background	The boy is playing in the park.	1
A man wearing glasses is holding a pan and tossing it's contents into the air.	A man is washing his car in the dark.	0
A group of people are buying ice cream from a truck at night.	There are people buying ice cream.	0
A dog swimming in water towards the camera.	An animal is outside in the water.	1
There are tall windows and small windows that make up the majority of the building.	The building has windows	0
A man is pulling a wheelbarrow laden with bricks.	A man bends his back trying to move bricks.	1
a small child running along the grass with a large pilar in the background	A child is running towards a pillar.	1
A small, Asian girl plays with a pink, push-toy.	A kid swimming laps.	0
A girl in a gray shit is throwing her hands up.	A boy in a black shirt keeps his hands at his sides	0
The two young children are in black and white face paint and costumes while riding in a stroller, they are being pushed by a man also in face paint and a costume	A bunch of individuals dressed as clowns tried to rob a bank today at central city	0
A rollerblader is jumping over a blue barrel.	the skateboarder is doing a trick	0
A blond woman wearing a blue and pink floral tie-front bikini on a beach, readying to put a flagpole in the sand.	A tall person in a bikini	0
A young man in jeans and tennis shoes lies down on an upholstered bench with a backpack still strapped to his back.	A guy lies down with his backpack still attached.	0
A blond child in a red jacket looking at a robotic toy.	A blonde kid is about to play with a toy.	1
Two small white dogs chasing after a red ball.	The ball is black.	0
A woman in dark blue standing by a door on the phone.	The woman is wearing white.	1
A man wearing red swim trunks and a red swimming cap is diving off a cliff.	A man in red swim trunks is diving into the ocean.	1
Two brown and black dogs are jumping a fence.	Two dogs are brother and sister.	0
Vehicles and pedestrians pass by nearby skyscrapers.	The skycrapers are very high.	1
We like this garden and we enjoy every evening in summer.	There are people in the garden.	0
Four girls in red uniforms consisting of red sweaters and red skirts are walking down the street.	Four girls are playing in the street.	1
Man with black poofy coat and red shirt posing for a picture on a snowy mountain.	A man takes a picture of a mountain.	1
Four men wearing orange jackets and red hats, walking near a wavy trimmed bush.	The guys in jackets and hats are cutting trees.	1
A SCUBA diver is swimming away from the camera while a school of bright yellow and turquoise fish swim by to the right.	A scuba diver is seduced by a red haired mermaid under the sea.	1
A person stands on the peaks of snow and ice.	A person stands on ice.	0
A child swims in a stream, whilst other children wait to jump off a rock.	A child jumps off a rock	1
Young woman in a red shirt is playing with a chinese yo-yo.	a woman is showing off tricks	0
The girl with the green tank top and gray shorts is standing in the middle of the empty railroad track.	A girl stands in the middle of a typically used train track	0
A woman lays at the bottom of a staircase exhausted, one of her shoes is on the bottom step.	Kathy walked down the stairs.	1
A young girl with goggles is floating in the pool.	The young girl is outside in the pool.	1
A surfer showing off his talent in public using a man-made water machine.	A person is surfing on artificial waves.	1
The peoples walking in the road	Group walking down the street.	0
Two people read a sign in front of a museum.	Tall people reading	0
A trio of musicians playing in a bar.	The trio are playing pool in a bar.	1
Two guys barbecuing, one in blue shirt bending down, while the other in black shorts stands facing his back to the camera.	Two men are making salads.	0
A man wearing a hard hat is working on a construction site atop a wall.	The man is working outside	0
Two men looking at a retro red sports car.	Two men and a red car.	0
A child in red is guided by an adult.	The child is guiding the adult in red.	1
A group of ladies sit around a black table in front of a brick wall with a building in the background.	The ladies are standing up for a picture.	1
Four men are rollerskating in a park, holding on to each others' waists.	The four women are rollerskating inside a skate rink.	0
a buyer chooses fruit from an outdoor fruit stand	A person is looking at fruit.	0
A photo snapped by this little girl's parent while she is pretending to be a ballerina balancing on the ledge.	A parent is spending quality time with their child.	0
A butterfly has lit on the head of this sleeping toddler.	A butterfly is confused by a sleeping toddler.	1
A man in a rural location working to sheer a sheep.	Man creating pile of wool.	1
A man with a hat and a woman with a black top are walking on a grass field.	people walk home	0
A man with a thick beard and a plaid shirt is at the keyboard in a band.	A man is playing piano	1
A young girl holding a cake with candles dressed in a heavy coat.	The cake is very heavy.	1
Two men wearing jeans and sunglasses are playing horseshoes.	The men are competing to see who can score the most points.	1
Brown dog leaping up with orange disc in mouth with blue and yellow toy boat in background.	There is a dog and a boat.	0
Several people with name-tags sit in blue theater-style seating.	Everyone wearing a name tag was standing in the theater.	1
A child is in a ball pit while three adults watch her.	The child played in the ball pit while three people watched her	0
A little girl lands at the bottom of a slide.	A girl plays at a park.	1
Six mature Asian men Smiling to the camera in their seats.	Six mature Asian men are having their picture taken.	0
A female wearing a gray jacket running outdoors.	The woman is moving.	1
An older man wearing glasses and a hat pulls on his sock as he sits on the ground.	A man is sitting on the beach and putting his shoes back on.	1
A young lady braids blue ribbon into a another young lady's hair.	A woman decorates another's hair with flowers.	1
A group of men are standing in a field with papers.	Men are working.	1
A man throwing or retrieving a line thrown into the water at the dock of a large boat.	A man is casting a fishing line off the dock.	1
A young girl with blond-hair and glasses sitting at a table in a restaurant.	The girl is indoors.	0
several kids wait in line in front of an ice cream truck at night	A group of kids waiting to buy ice cream.	1
A man in a red shirt is watching intently at a side cart.	The man is getting ready to eat hot dogs from a cart.	0
A clown performs in a park among other people.	Someone is busking.	1
Three girls wearing gray riding helmets are riding horses one behind another.	The three girls are competing in a race.	0
An older Asian woman folds a black piece a cloth on a blue ironing board.	A woman ironing.	1
A group of people walking with a large inflated Oscar the Grouch.	A group walks with an inflated balloon.	1
A military marching band of soldiers in formal uniform with red coats and fuzzy black hats march by, led by the saxophonist.	The soldiers are in a parade.	1
A boy in camouflage pants and his ball lying in front of a blue car.	A boy is laying on the sidewalk next to the car.	1
A man wearing a black pullover takes a photograph.	A man is wearing green pants.	1
A group of people gather around a picnic table covered in chips and two liters of soda under a pavilion.	a group of people went out to eat.	1
A woman holding a baby and making faces at it.	A young woman is playing with a bay	1
A boy climbing a rocky area.	The child is playing.	1
A man with ski poles and a large camping backpack treks through the snow.	A man skis down the mountain going very fast.	1
A black and white dog shakes itself to get the water off	A dog is wet	0
A young woman enjoying the day.	The woman is happy.	1
A man holds a large fish on a boat.	a man holds a fish boat	1
Students are participating in a science class by examining objects through a microscope.	Students are surprised by looking through a microscope.	0
